"Occupation Title","Occupation Code","Employment 2022","Employment 2032","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupational Openings, 2022-2032 Annual Average","Median Annual Wage 2022","Typical Entry-Level Education","Education Code","Work Experience in a Related Occupation","Workex Code","Typical on-the-job Training","trCode",Industry,At Risk
"Nuclear medicine technologists    * Certified Nuclear Medicine Technologist* Isotope Technologist* Nuclear Cardiology Technologist* Nuclear Medical Technologist* Radioisotope Technologist* Registered Nuclear Medicine Technologist","=""29-2033""","18.1","18.2","0.1","0.4","0.8","85,300","Associate's degree","4","None","4","None","6",-,-1
"Receptionists and information clerks    * Appointment Clerk* Dental Receptionist* Front Desk Receptionist* Land Leasing Information Clerk","=""43-4171""","1,068.8","1,072.7","3.9","0.4","142.6","33,960","High school diploma or equivalent","7","None","4","Short-term on-the-job training","5",-,-1
"Models    * Artist's Model* Clothes Model* Fashion Model* Figure Model* Hand Model* Hat Model* Photographer's Model* Studio Model","=""41-9012""","2.2","2.2","0.0","0.5","0.4","43,130","No formal educational credential","8","None","4","None","6",-,-1
"Derrick operators, oil and gas    * Derrick Operator* Fracturing Derrick Operator* Gas Derrick Operator* Oil Derrick Operator* Rotary Derrick Operator* Well Service Derrick Worker","=""47-5011""","11.9","11.9","0.1","0.5","1.2","51,220","No formal educational credential","8","None","4","Short-term on-the-job training","5",-,-1
"Brickmasons and blockmasons    * Adobe Layer* Block Layer* Blockmason* Brick Chimney Builder* Brick Setter* Bricklayer* Brickmason* Brickmason Apprentice* Firebrick Layer* Furnace Mason* Pottery Kiln Builder* Refractory Bricklayer","=""47-2021""","73.0","73.3","0.3","0.5","5.9","59,000","High school diploma or equivalent","7","None","4","Apprenticeship","2",-,-1
"Kindergarten teachers, except special education    * Bilingual Education Kindergarten Teacher* Kindergarten Teacher","=""25-2012""","123.4","124.1","0.7","0.5","13.0","60,490","Bachelor's degree","3","None","4","None","6",-,-1
"Special education teachers, secondary school    * High School Special Education Resource Teacher","=""25-2058""","153.2","154.0","0.7","0.5","10.3","63,560","Bachelor's degree","3","None","4","None","6",-,-1
"Food service managers    * Banquet Director* Banquet Manager* Cafeteria Director* Food Service Director* Food and Beverage Manager* Restaurant General Manager* Tavern Operator","=""11-9051""","357.5","359.2","1.6","0.5","39.6","61,310","High school diploma or equivalent","7","Less than 5 years","2","Short-term on-the-job training","5",2,0
"Hosts and hostesses, restaurant, lounge, and coffee shop    * Bar Host/Hostess* Bar Hostess* Dining Room Host* Dining Room Host/Hostess* Maitre D'* Tearoom Host/Hostess* Tearoom Hostess","=""35-9031""","412.8","414.9","2.0","0.5","104.2","27,720","No formal educational credential","8","None","4","Short-term on-the-job training","5",-,-1
"Gambling surveillance officers and gambling investigators    * Casino Investigator* Casino Surveillance Officer* Gambling Monitor* Gambling Surveillance Observer* Gambling Surveillance Officer","=""33-9031""","10.8","10.9","0.1","0.6","1.4","35,970","High school diploma or equivalent","7","Less than 5 years","2","Moderate-term on-the-job training","4",-,-1
"Forest and conservation technicians    * Forest Technician* Forestry Aide* Forestry Technician* Natural Resources Technician* Soil Conservation Technician* Timber Management Technician","=""19-4071""","31.5","31.7","0.2","0.6","3.8","41,520","Associate's degree","4","None","4","None","6",-,-1
"Mechanical engineering technologists and technicians    * Gyroscopic Engineering Technician* Heat Transfer Technician* Hydraulic Technician* Mechanical Engineering Technician* Mechanical Engineering Technologist* Optomechanical Technician","=""17-3027""","41.1","41.4","0.3","0.6","3.7","61,990","Associate's degree","4","None","4","None","6",1,0
"Tax examiners and collectors, and revenue agents    * City Collector* Customs Appraiser* Income Tax Adjuster* Internal Revenue Agent* Internal Revenue Service Agent* Revenue Collector* Revenue Enforcement Agent* Tax Compliance Officer* Tax Compliance Representative* Tax Examiner* Tax Investigator* Tax Revenue Officer","=""13-2081""","55.0","55.4","0.3","0.6","4.1","57,950","Bachelor's degree","3","None","4","Moderate-term on-the-job training","4",-,-1
"Religious workers, all other    * Buddhist Monk* Christian Science Nurse* Missionary* Mohel* Nun* Pastoral Worker* Prior* Sacristan* Sunday School Missionary* Traveling Missionary* Verger","=""21-2099""","75.8","76.2","0.4","0.6","10.0","39,370","Bachelor's degree","3","None","4","None","6",-,-1
"Architectural and civil drafters    * Architectural Drafter* Building Drafter* Civil Computer-Aided Design and Drafting Technician* Civil Drafter* Structural Drafter","=""17-3011""","107.1","107.7","0.6","0.6","10.0","59,820","Associate's degree","4","None","4","None","6",-,-1
"Multiple machine tool setters, operators, and tenders, metal and plastic    * Combination Machine Tool Operator* Multi-operation Forming Machine Setter","=""51-4081""","139.9","140.7","0.8","0.6","13.6","39,210","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4",-,-1
"Coating, painting, and spraying machine setters, operators, and tenders    * Aircraft Painter* Auto Body Painter* Auto Painter* Automobile Body Painter* Automobile Refinisher* Automotive Paint Technician* Automotive Refinish Technician* Automotive Spray Painter* Boat Painter* Electrostatic Paint Operator* Lacquer Spray Booth Operator* Paint Line Operator* Railroad Car Painter* Spraying Machine Operator* Tactical Vehicle Painter","=""51-9124""","172.4","173.4","1.0","0.6","15.5","43,960","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4",-,-1
"Clergy    * Cantor* Children's Pastor* College Chaplain* Hebrew Cantor* Hospital Chaplain* Imam* Minister* Parish Priest* Pastor* Priest* Rabbi* Reverend* Vicar* Youth Pastor","=""21-2011""","266.7","268.2","1.5","0.6","21.9","55,550","Bachelor's degree","3","None","4","Moderate-term on-the-job training","4",-,-1
"Marine engineers and naval architects    * Marine Architect* Marine Equipment Engineer* Marine Structural Designer* Naval Engineer* Ships Equipment Engineer","=""17-2121""","8.0","8.1","0.1","0.7","0.4","96,910","Bachelor's degree","3","None","4","None","6",-,-1
"Landscape architects    * Golf Course Architect* Golf Course Designer* Landscape Architect* Landscape Designer","=""17-1012""","23.6","23.8","0.2","0.7","1.8","73,210","Bachelor's degree","3","None","4","Internship/residency","1",-,-1
"Sales representatives, wholesale and manufacturing, except technical and scientific products    * Bottling Equipment Sales Representative* Freight Broker* Hotel Supplies Salesperson* Mortician Supplies Sales Representative* Pulpwood Dealer* Wholesale Diamond Broker","=""41-4012""","1,344.3","1,353.4","9.1","0.7","119.5","63,230","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4",-,-1
"Elementary school teachers, except special education    * 3rd Grade Reading Teacher* 4th Grade Math Teacher* Elementary School Music Teacher* Elementary School Teacher* Grades 1 Through 5 Teacher","=""25-2021""","1,425.0","1,435.0","10.0","0.7","96.0","61,690","Bachelor's degree","3","None","4","None","6",-,-1
"Gambling service workers, all other    * Card Table Attendant* Pit Clerk* Poker Prop Player* Proposition Player* Shill","=""39-3019""","13.1","13.2","0.1","0.8","2.1","30,350","High school diploma or equivalent","7","None","4","Short-term on-the-job training","5",-,-1
"Helpers--extraction workers    * Blaster Helper* Blasting Helper* Boring Machine Operator Helper* Continuous Miner Operator Helper* Driller Helper* Loading Machine Operator Helper* Longwall Machine Operator Helper* Mining Helper* Roof Bolter Helper* Rotary Drill Operator Helper* Shale Planer Operator Helper","=""47-5081""","7.2","7.2","0.1","0.8","0.8","43,110","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4",-,-1
"Locomotive engineers    * Freight Engineer* Railroad Engineer* Railway Engineer* Train Engineer","=""53-4011""","29.7","29.9","0.2","0.8","2.4","74,570","High school diploma or equivalent","7","Less than 5 years","2","Moderate-term on-the-job training","4",-,-1
"Surgeons, all other    * Aviation Medicine Specialist* Brain Surgeon* Cardiac Surgeon* Cardiovascular Surgeon* Colorectal Surgeon* Neurological Surgeon* Neurosurgeon* Otolaryngologist* Plastic Surgeon* Reconstructive Surgeon* Surgical Oncologist* Thoracic Surgeon* Urologist* Vascular Surgeon","=""29-1249""","26.5","26.8","0.2","0.8","0.6","239,200","Doctoral or professional degree","1","None","4","Internship/residency","1",-,-1
"Hazardous materials removal workers    * Asbestos Abatement Worker* Asbestos Remover* Decontamination Worker* Hazard Waste Handler* Hazmat Technician* Irradiated Fuel Handler* Lead Abatement Worker* Radiological Control and Safety Technician","=""47-4041""","48.7","49.1","0.4","0.8","5.2","46,690","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4",-,-1
"Electrical and electronic engineering technologists and technicians    * Electrical Design Technician* Electrical Engineering Technician* Electrical Power Station Technician* Electrical and Electronic Engineering Technologist* Electronic Instrument Testing Technician* Lighting Engineering Technician* Programmable Logic Controller Programmer* Semiconductor Development Technician","=""17-3023""","102.5","103.3","0.8","0.8","9.9","66,390","Associate's degree","4","None","4","None","6",1,0
"Middle school teachers, except special and career/technical education    * Intermediate School Social Studies Teacher* Junior High School Teacher* Middle School PE Teacher* Middle School Science Teacher","=""25-2022""","625.5","630.6","5.1","0.8","42.2","61,810","Bachelor's degree","3","None","4","None","6",-,-1
"Embalmers    * Anatomical Embalmer* Arterial Embalmer* Embalmer Apprentice* Licensed Embalmer* Restorative Art Embalmer","=""39-4011""","4.0","4.0","0.0","0.9","0.6","49,910","Associate's degree","4","None","4","Long-term on-the-job training","3",-,-1
"Electrical and electronics drafters    * Circuit Board Drafter* Electrical Computer Aided Design and Drafting Technician* Electrical Drafter* Electrical Systems Drafter* Electronic Drafter* Printed Circuit Board Drafter","=""17-3012""","21.8","22.0","0.2","0.9","1.8","64,240","Associate's degree","4","None","4","None","6",-,-1
"Pediatricians, general    * General Pediatrician* Internal Medicine Pediatrician* Neonatal Doctor* Neonatologist* Paediatrician* Pediatric Cardiologist* Pediatrist* Primary Care Pediatrician","=""29-1221""","35.9","36.2","0.3","0.9","1.0","190,350","Doctoral or professional degree","1","None","4","Internship/residency","1",-,1
"Civil engineering technologists and technicians    * Civil Engineering Technician* Civil Engineering Technologist* Concrete Engineering Technician* Geotechnical Engineering Technician* Highway Engineering Technician* Structural Engineering Technician* Transportation Engineering Technician","=""17-3022""","64.8","65.4","0.6","0.9","5.9","59,630","Associate's degree","4","None","4","None","6",-,-1
"Bus and truck mechanics and diesel engine specialists    * Biodiesel Engine Specialist* Diesel Engine Fitter* Diesel Service Technician* Marine Diesel Technician* School Bus Mechanic* Tractor Trailer Mechanic* Truck Engine Technician","=""49-3031""","291.6","294.1","2.5","0.9","24.3","54,360","High school diploma or equivalent","7","None","4","Long-term on-the-job training","3",-,-1
"Carpenters    * Beam Builder* Building Carpenter* Construction Carpenter* Counter Installer* Custom Wood Stair Builder* Finish Carpenter* Hardwood Floor Installer* House Carpenter* Wood Floor Layer","=""47-2031""","956.3","964.9","8.6","0.9","79.5","51,390","High school diploma or equivalent","7","None","4","Apprenticeship","2",-,-1
"Pediatric surgeons    * Pediatric Neurosurgeon* Pediatric Vascular Surgeon","=""29-1243""","0.8","0.8","0.0","1.0","0.0","239,200","Doctoral or professional degree","1","None","4","Internship/residency","1",-,1
"Podiatrists    * Chiropodist* Doctor of Podiatric Medicine* Foot Doctor* Foot Orthopedist* Foot and Ankle Surgeon* Orthopedic Podiatrist* Podiatric Physician","=""29-1081""","10.6","10.7","0.1","1.0","0.3","148,720","Doctoral or professional degree","1","None","4","Internship/residency","1",-,1
"Gambling dealers    * 21 Dealer* Blackjack Dealer* Casino Dealer* Casino Games Dealer* Craps Dealer* Keno Dealer* Poker Dealer* Roulette Dealer* Table Games Dealer","=""39-3011""","75.6","76.4","0.8","1.0","12.1","29,120","High school diploma or equivalent","7","None","4","Short-term on-the-job training","5",-,-1
"Parts salespersons    * Appliance Parts Counter Clerk* Auto Parts Salesperson* Electronic Parts Salesperson* Parts Clerk* Parts Counter Clerk","=""41-2022""","266.1","268.7","2.6","1.0","31.4","35,800","No formal educational credential","8","None","4","Moderate-term on-the-job training","4",-,-1
"Secondary school teachers, except special and career/technical education    * High School Algebra Teacher* High School Biology Teacher* High School English Teacher* High School French Teacher* High School History Teacher* High School Math Teacher* High School Teacher","=""25-2031""","1,072.3","1,083.4","11.1","1.0","67.1","62,360","Bachelor's degree","3","None","4","None","6",-,-1
"Camera and photographic equipment repairers    * Aircraft Photographic Equipment Repairer* Camera Machinist* Camera Repair Technician* Camera Repairer* Photographic Equipment Technician","=""49-9061""","2.4","2.4","0.0","1.1","0.2","44,060","High school diploma or equivalent","7","None","4","Long-term on-the-job training","3",-,-1
"Geographers    * Biogeographer* Economic Geographer* GIS Geographer* Geomorphologist* Glaciologist* Physical Geographer* Political Geographer","=""19-3092""","1.5","1.5","0.0","1.1","0.1","88,900","Bachelor's degree","3","None","4","None","6",-,-1
"Administrative law judges, adjudicators, and hearing officers    * Appeals Examiner* Appeals Referee* Appellate Conferee* Hearing Examiner* Hearing Officer* Justice of The Peace* Traffic Court Referee","=""23-1021""","13.2","13.4","0.1","1.1","0.5","94,990","Doctoral or professional degree","1","5 years or more","1","Short-term on-the-job training","5",-,-1
